#loc_id	ags	ascii	name	lat	lon	amt	plz	vorwahl	einwohner	flaeche	kz	typ	level	of	invalid
34739		THIAUMONT	Thiaumont	49.7166667	5.7333333		6717					100600000	7	35613	
34740		THIEU	Thieu	50.4666667	4.0833333		7070					100600000	7	35498	
34741		THIEULAIN	Thieulain	50.6166667	3.5833333		7901					100600000	7	35518	
34742		THIEUSIES	Thieusies	50.5166667	4.05		7061					100600000	7	35501	
34743		THIMEON	Thiméon	50.4833333	4.4166667		6230					100600000	7	35473	
34744		THIMISTER	Thimister	50.65	5.8666667		4890					100600000	7	35594	
35594		THIMISTER-CLERMONT	Thimister-Clermont	50.65	5.8666667		4890					100600000	6	678	
34745		THIMOUGIES	Thimougies	50.6333333	3.5		7533					100600000	7	35523	
34746		THINES	Thines	50.6	4.3666667		1402					100600000	7	35444	
34747		THIRIMONT	Thirimont	50.2666667	4.2333333		6500					100600000	7	35502	
34748		THISNES	Thisnes	50.6666667	5.0333333		4280					100600000	7	35606	
34749		THOMMEN	Thommen	50.2191667	6.0741667		4791					100600000	7	35572	
34750		THON	Thon	50.4666667	5		5300					100600000	7	35674	
34751		THOREMBAIS-LES-BEGUINES	Thorembais-les-Béguines	50.6666667	4.8166667		1360					100600000	7	35446	
34752		THOREMBAIS-SAINT-TROND	Thorembais-Saint-Trond	50.6333333	4.7833333		1360					100600000	7	35446	
34753		THORICOURT	Thoricourt	50.6166667	3.95		7830					100600000	7	35500	
34754		THUILLIES	Thuillies	50.3	4.3166667		6536					100600000	7	35514	
674		THUIN	Thuin									100500000	5	639	
35514		THUIN	Thuin	50.3104166	4.2875		6530,6531,6532,6533,6534,6536					100600000	6	674	
34755		THUIN	Thuin	50.3333333	4.2833333		6530					100600000	7	35514	
34756		THULIN	Thulin	50.4333333	3.7333333		7350					100600000	7	35479	
34757		THUMAIDE	Thumaide	50.3666667	3.6166667		7971					100600000	7	35455	
34758		THY-LE-BAUDUIN	Thy-le-Bauduin	50.3	4.5166667		5621					100600000	7	35693	
34759		THY-LE-CHÂTEAU	Thy-le-Château	50.2833333	4.4166667		5651					100600000	7	35697	
35664		THYNES	Thynes	50.2833333	4.9833333		5502					100600000	7	35663	
34760		THYS	Thys	50.7166667	5.4		4367					100600000	7	35601	
